INCLUDE,TITLE,PRICE_GBP,DESCRIPTION,SIZES,COLORS,TAGS,IMAGE_FOLDER,IMAGE1_LOCAL,IMAGE2_LOCAL,IMAGE3_LOCAL,IMAGE1_URL,IMAGE2_URL,IMAGE3_URL
YES,"JAMES MCAVOY Tribute T-shirt - James Mcavoy Fans Gift, James Mcavoy Vintage Shirt, James Mcavoy Retro Shirt, James Mcavoy Long Sleeve Shirt",17.99,"**C H A N G E / R E Q U E S T** ALL THE LISTINGS ARE CUSTOMIZABLE! Feel free to chat us or use ""Add message to Seller"" link On The Checkout Page so we can modify it for free charges. Also If you want this design to be applied to other products, we will immediately create the listing for you. If you have something special in mind, please let a small business be a part of your idea!    ***PRODUCT DETAILS*** - 100% Cotton (fiber content may vary for different colors) - Light fabric (5.3 oz/yd² (180","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","JAMES_MCAVOY_shirt,JAMES_MCAVOY_vintage,JAMES_MCAVOY_gift,JAMES_MCAVOY_tribute,JAMES_MCAVOY_sweater,JAMES_MCAVOY_merch,JAMES_MCAVOY_homage,JAMES_MCAVOY_90s_tee,JAMES_MCAVOY_bootleg,Superhero",C:\Users\rizky\matcha-tees\scraper\images\james-mcavoy-tribute-t-shirt-james-mcavoy-fans-gift-james-mc,C:\Users\rizky\matcha-tees\scraper\images\james-mcavoy-tribute-t-shirt-james-mcavoy-fans-gift-james-mc\james-mcavoy-tribute-t-shirt-james-mcavoy-fans-gift-james-mc_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\james-mcavoy-tribute-t-shirt-james-mcavoy-fans-gift-james-mc\james-mcavoy-tribute-t-shirt-james-mcavoy-fans-gift-james-mc_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\james-mcavoy-tribute-t-shirt-james-mcavoy-fans-gift-james-mc\james-mcavoy-tribute-t-shirt-james-mcavoy-fans-gift-james-mc_3.jpg,https://i.etsystatic.com/33160999/r/il/f11e04/6494687662/il_fullxfull.6494687662_bk9d.jpg,https://i.etsystatic.com/33160999/r/il/9293bf/6468940610/il_fullxfull.6468940610_p36q.jpg,https://i.etsystatic.com/33160999/r/il/a03553/6468940600/il_fullxfull.6468940600_9l8a.jpg
YES,"Ludwig Van Beethoven Shirt, Beethoven Homage Shirt, Beethoven Shirt, Beethoven Gift, Beethoven Unisex Shirt, Beethoven Composer Shirt",17.99,"Ludwig Van Beethoven Shirt, Beethoven Homage Shirt, Beethoven Shirt, Beethoven Gift, Beethoven Unisex Shirt, Beethoven Composer Shirt  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy pr","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Shakespeare_Gifts,tshirt,shirt,t_shirt,gifts,gift,Ludwig_Van_Beethoven,Beethoven_Shirt,Beethoven_TShirt,Symphony_Beethoven,Composer_Shirt,Beethoven_Print,pianist_shirt",C:\Users\rizky\matcha-tees\scraper\images\ludwig-van-beethoven-shirt-beethoven-homage-shirt-beethoven-,C:\Users\rizky\matcha-tees\scraper\images\ludwig-van-beethoven-shirt-beethoven-homage-shirt-beethoven-\ludwig-van-beethoven-shirt-beethoven-homage-shirt-beethoven-_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\ludwig-van-beethoven-shirt-beethoven-homage-shirt-beethoven-\ludwig-van-beethoven-shirt-beethoven-homage-shirt-beethoven-_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\ludwig-van-beethoven-shirt-beethoven-homage-shirt-beethoven-\ludwig-van-beethoven-shirt-beethoven-homage-shirt-beethoven-_3.jpg,https://i.etsystatic.com/33160999/r/il/3d976a/3800281566/il_fullxfull.3800281566_dc4x.jpg,https://i.etsystatic.com/33160999/r/il/35be93/3847798887/il_fullxfull.3847798887_7ctw.jpg,https://i.etsystatic.com/33160999/r/il/bca5d0/3847798875/il_fullxfull.3847798875_dhn7.jpg
YES,"Leonardo DiCaprio Retro Shirt, Leonardo DiCaprio Shirt, Leonardo Di Caprio Vintage Shirt, Leonardo Di Caprio Gift for fan, DiCaprio Shirt",17.99,"Leonardo DiCaprio Retro Shirt, Leonardo DiCaprio Shirt, Leonardo Di Caprio Vintage Shirt, Leonardo Di Caprio Gift for fan, DiCaprio Shirt  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Ets","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Tshirt,Man_Tee,Free_Shipping_Shirt,Pop_Art_Shirt,Unisex_Shirt,Vintage_Shirt,Adele_Shirt,Leonardo_DiCaprio,DiCaprio_Shirt,Actor_Vintage_Shirt,DiCaprio_Vintage,Actor_Retro_Shirt,Best_Actor_Shirt",C:\Users\rizky\matcha-tees\scraper\images\leonardo-dicaprio-retro-shirt-leonardo-dicaprio-shirt-leonar,C:\Users\rizky\matcha-tees\scraper\images\leonardo-dicaprio-retro-shirt-leonardo-dicaprio-shirt-leonar\leonardo-dicaprio-retro-shirt-leonardo-dicaprio-shirt-leonar_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\leonardo-dicaprio-retro-shirt-leonardo-dicaprio-shirt-leonar\leonardo-dicaprio-retro-shirt-leonardo-dicaprio-shirt-leonar_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\leonardo-dicaprio-retro-shirt-leonardo-dicaprio-shirt-leonar\leonardo-dicaprio-retro-shirt-leonardo-dicaprio-shirt-leonar_3.jpg,https://i.etsystatic.com/33160999/r/il/b8fef6/3853414647/il_fullxfull.3853414647_8xln.jpg,https://i.etsystatic.com/33160999/r/il/70c041/3805835290/il_fullxfull.3805835290_pkj9.jpg,https://i.etsystatic.com/33160999/r/il/056290/3853360403/il_fullxfull.3853360403_d7ym.jpg
YES,"PIERRE NINEY Vintage Shirt, Pierre Niney Homage Tshirt, Pierre Niney Fan Tees, Pierre Niney Retro 90s Sweater, Pierre Niney Merch Gift",17.99,"Draft Retro Shirt, Draft Shirt, Draft Retro Shirt, Draft 90's Vintage Homage Shirt, Draft Gift for fan  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy provides, but please remember tha","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Pierre_Niney_Shirt,Pierre_Niney_Tshirt,Pierre_Niney_Tees,Pierre_Niney_Sweater,Pierre_Niney_Fan,Pierre_Niney_Merch,Pierre_Niney_Gift,French_Actor,Nastasha_Andrews,_Virginie_Efira,Pierre_Niney_Movie,Pierre_Niney_Film,Casting",C:\Users\rizky\matcha-tees\scraper\images\pierre-niney-vintage-shirt-pierre-niney-homage-tshirt-pierre,C:\Users\rizky\matcha-tees\scraper\images\pierre-niney-vintage-shirt-pierre-niney-homage-tshirt-pierre\pierre-niney-vintage-shirt-pierre-niney-homage-tshirt-pierre_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\pierre-niney-vintage-shirt-pierre-niney-homage-tshirt-pierre\pierre-niney-vintage-shirt-pierre-niney-homage-tshirt-pierre_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\pierre-niney-vintage-shirt-pierre-niney-homage-tshirt-pierre\pierre-niney-vintage-shirt-pierre-niney-homage-tshirt-pierre_3.jpg,https://i.etsystatic.com/33160999/r/il/998079/4508787398/il_fullxfull.4508787398_52mp.jpg,https://i.etsystatic.com/33160999/r/il/f4f291/4508780292/il_fullxfull.4508780292_9gjr.jpg,https://i.etsystatic.com/33160999/r/il/28a439/4556150271/il_fullxfull.4556150271_56pi.jpg
YES,"Charlotte York Shirt , Retro Charlottw York Shirt, Bootleg Tees, Customized vintage gift for him/her.",8.99,"**C H A N G E / R E Q U E S T** ALL THE LISTINGS ARE CUSTOMIZABLE! Feel free to chat us or use ""Add message to Seller"" link On The Checkout Page so we can modify it for free charges. Also If you want this design to be applied to other products, we will immediately create the listing for you. If you have something special in mind, please let a small business be a part of your idea!    ***PRODUCT DETAILS*** - 100% Cotton (fiber content may vary for different colors) - Light fabric (5.3 oz/yd² (180","COMFORT COLORS® - S, COMFORT COLORS® - M, COMFORT COLORS® - L, COMFORT COLORS® - XL, COMFORT COLORS® -2XL, COMFORT COLORS® -3XL, COMFORT COLORS® -4XL, Unisex - S, Unisex - M, Unisex - L, Unisex - XL, Unisex - 2XL, Unisex - 3XL, Unisex - 4XL, Unisex - 5XL, Kids Tee - S, Kids Tee - M, Kids Tee - L, Kids Tee - XL, SWEATSHIRT - S, SWEATSHIRT - M, SWEATSHIRT - L, SWEATSHIRT - XL, SWEATSHIRT - 2XL, SWEATSHIRT - 3XL, Stickers (6&quot;)","Black, White, Sand, Charcoal : Pepper, Navy, Military Green, Sport Grey, Light Blue, Light Pink, Other Colors","bootleg_shirt,bootleg_rap_shirt,bootleg_90s_shirt,90s_rap_shirt,80s_vintage_shirt,customized_shirt,custom_your_shirt,personalized_shirt,Charlotte_York_Shirt,Charlotte_York_Fan,Charlotte_York_Tees",C:\Users\rizky\matcha-tees\scraper\images\charlotte-york-shirt-retro-charlottw-york-shirt-bootleg-tees,C:\Users\rizky\matcha-tees\scraper\images\charlotte-york-shirt-retro-charlottw-york-shirt-bootleg-tees\charlotte-york-shirt-retro-charlottw-york-shirt-bootleg-tees_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\charlotte-york-shirt-retro-charlottw-york-shirt-bootleg-tees\charlotte-york-shirt-retro-charlottw-york-shirt-bootleg-tees_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\charlotte-york-shirt-retro-charlottw-york-shirt-bootleg-tees\charlotte-york-shirt-retro-charlottw-york-shirt-bootleg-tees_3.jpg,https://i.etsystatic.com/33160999/r/il/817597/7786480304/il_fullxfull.7786480304_iwlc.jpg,https://i.etsystatic.com/33160999/r/il/362b91/7834410595/il_fullxfull.7834410595_btql.jpg,https://i.etsystatic.com/33160999/r/il/5e8589/7786480446/il_fullxfull.7786480446_bicg.jpg
YES,"JARED PADALECKI Vintage Shirt, Jared Padalecki Homage Retro, Jared Padalecki Tees, Jared Padalecki 90s Sweater, Jared Padalecki Merch Gift",17.99,"JARED PADALECKI Vintage Shirt, Jared Padalecki Homage Retro, Jared Padalecki Tees, Jared Padalecki 90s Sweater, Jared Padalecki Merch Gift  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Et","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Jared_Padalecki_Fan,Jared_Padalecki_Gift,Vintage_Graphic_Art,Vintage_Shirt,American_Actor,Genevieve_Padalecki,Jeff_Padalecki,Jensen_Ackles,Misha_Collins,Milo_Ventimiglia,Alexis_Bledel,Lauren_Graham,Melissa_McCarthy",C:\Users\rizky\matcha-tees\scraper\images\jared-padalecki-vintage-shirt-jared-padalecki-homage-retro-j,C:\Users\rizky\matcha-tees\scraper\images\jared-padalecki-vintage-shirt-jared-padalecki-homage-retro-j\jared-padalecki-vintage-shirt-jared-padalecki-homage-retro-j_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\jared-padalecki-vintage-shirt-jared-padalecki-homage-retro-j\jared-padalecki-vintage-shirt-jared-padalecki-homage-retro-j_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\jared-padalecki-vintage-shirt-jared-padalecki-homage-retro-j\jared-padalecki-vintage-shirt-jared-padalecki-homage-retro-j_3.jpg,https://i.etsystatic.com/33160999/r/il/b78e6d/5219908647/il_fullxfull.5219908647_3p3r.jpg,https://i.etsystatic.com/33160999/r/il/93e79f/5171646202/il_fullxfull.5171646202_iz9l.jpg,https://i.etsystatic.com/33160999/r/il/639b13/5171646250/il_fullxfull.5171646250_2see.jpg
YES,Limited Charlie Vickers Shirt Gift Graphic Tee Horror movie T-Shirt Vintage Charlie Vickers T Shirt Unisex Charlie Vickers Youth Shirt,17.99,"**C H A N G E / R E Q U E S T** ALL THE LISTINGS ARE CUSTOMIZABLE! Feel free to chat us or use ""Add message to Seller"" link On The Checkout Page so we can modify it for free charges. Also If you want this design to be applied to other products, we will immediately create the listing for you. If you have something special in mind, please let a small business be a part of your idea!    ***PRODUCT DETAILS*** - 100% Cotton (fiber content may vary for different colors) - Light fabric (5.3 oz/yd² (180","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Unisex_Shirt,Graphic_Tee,Top_And_Tees,Christmas_Gift,Clothing,charlie_vickers_tee,charlie_vickers,Charlie_Vickers_Tees,Actor_Merch",C:\Users\rizky\matcha-tees\scraper\images\limited-charlie-vickers-shirt-gift-graphic-tee-horror-movie-,C:\Users\rizky\matcha-tees\scraper\images\limited-charlie-vickers-shirt-gift-graphic-tee-horror-movie-\limited-charlie-vickers-shirt-gift-graphic-tee-horror-movie-_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\limited-charlie-vickers-shirt-gift-graphic-tee-horror-movie-\limited-charlie-vickers-shirt-gift-graphic-tee-horror-movie-_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\limited-charlie-vickers-shirt-gift-graphic-tee-horror-movie-\limited-charlie-vickers-shirt-gift-graphic-tee-horror-movie-_3.jpg,https://i.etsystatic.com/33160999/r/il/f56f0c/6864704359/il_fullxfull.6864704359_m8y6.jpg,https://i.etsystatic.com/33160999/r/il/a0f244/6855272257/il_fullxfull.6855272257_636w.jpg,https://i.etsystatic.com/33160999/r/il/b8134d/6807269788/il_fullxfull.6807269788_8q5s.jpg
YES,"John Mulaney Retro Shirt, John Mulaney Homage Shirt, John Mulaney Fan Shirt, John Mulaney Unisex Shirt, John Mulaney Stand Up Comedian Tee",17.99,"John Mulaney Retro Shirt, John Mulaney Homage Shirt, John Mulaney Fan Shirt, John Mulaney Unisex Shirt, John Mulaney Stand Up Comedian Tee  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Et","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","John_mulaney,John_mulaney_shirt,John_mulaney_tee,John_mulaney_tshirt,John_mulaney_hoodie,comedian_shirt,Saturday_Night_Live,comedy_shirt,Mulaney_shirt,mulaney_tee,john_mulaney_vintage,john_mulaney_classic,john_mulaney_comedy",C:\Users\rizky\matcha-tees\scraper\images\john-mulaney-retro-shirt-john-mulaney-homage-shirt-john-mula,C:\Users\rizky\matcha-tees\scraper\images\john-mulaney-retro-shirt-john-mulaney-homage-shirt-john-mula\john-mulaney-retro-shirt-john-mulaney-homage-shirt-john-mula_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\john-mulaney-retro-shirt-john-mulaney-homage-shirt-john-mula\john-mulaney-retro-shirt-john-mulaney-homage-shirt-john-mula_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\john-mulaney-retro-shirt-john-mulaney-homage-shirt-john-mula\john-mulaney-retro-shirt-john-mulaney-homage-shirt-john-mula_3.jpg,https://i.etsystatic.com/33160999/r/il/c67c00/5503325842/il_fullxfull.5503325842_jdan.jpg,https://i.etsystatic.com/33160999/r/il/b17f7a/5551423667/il_fullxfull.5551423667_rh59.jpg,https://i.etsystatic.com/33160999/r/il/9a011b/5551423707/il_fullxfull.5551423707_3ent.jpg
YES,"JULIE ANDREWS Vintage Shirt, Julie Andrews Homage Tshirt, Julie Andrews Fan Tees, Julie Andrews Retro 90s Sweater, Julie Andrews Merch",17.99,"JULIE ANDREWS Vintage Shirt, Julie Andrews Homage Tshirt, Julie Andrews Fan Tees, Julie Andrews Retro 90s Sweater, Julie Andrews Merch  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that Etsy p","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Julie_Andrews_Tshirt,Julie_Andrews_Tees,Julie_Andrews_Fan,Julie_Andrews_Merch,Julie_Andrews_Gift,Julie_Andrews__Movie,Julie_Andrews__Film,Helen_Mirren,Judi_Dench,Audrey_Hepburn,Elizabeth_Taylor,Kate_Winslet,Maggie_Smith",C:\Users\rizky\matcha-tees\scraper\images\julie-andrews-vintage-shirt-julie-andrews-homage-tshirt-juli,C:\Users\rizky\matcha-tees\scraper\images\julie-andrews-vintage-shirt-julie-andrews-homage-tshirt-juli\julie-andrews-vintage-shirt-julie-andrews-homage-tshirt-juli_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\julie-andrews-vintage-shirt-julie-andrews-homage-tshirt-juli\julie-andrews-vintage-shirt-julie-andrews-homage-tshirt-juli_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\julie-andrews-vintage-shirt-julie-andrews-homage-tshirt-juli\julie-andrews-vintage-shirt-julie-andrews-homage-tshirt-juli_3.jpg,https://i.etsystatic.com/33160999/r/il/0c19b4/5462019233/il_fullxfull.5462019233_e0cd.jpg,https://i.etsystatic.com/33160999/r/il/01ed24/5413879770/il_fullxfull.5413879770_e4wh.jpg,https://i.etsystatic.com/33160999/r/il/29ade4/5462013129/il_fullxfull.5462013129_khno.jpg
YES,"Hailee Steinfeld Homage Shirt, Hailee Steinfeld Shirt, Hailee Steinfeld Singer 90s Shirt, Hailee Steinfeld Tshirt, Hailee Steinfeld Fan Gift",17.99,"Hailee Steinfeld Homage Shirt, Hailee Steinfeld Shirt, Hailee Steinfeld Singer 90s Shirt, Hailee Steinfeld Tshirt, Hailee Steinfeld Fan Gift  *COVID-19 & SHIPPING DELAYS* -We and the shipping carrier are NOT able to Guarantee any specific delivery date. We, like everyone else, have been affected by Covid-19 delays including supply chain and delivery issues, along with the Holiday demand which may cause delays as well. -We are doing our absolute best to ship your items by the estimated date that ","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Hailee_Steinfeld_Fan,Hailee_Steinfeld,Steinfeld_Shirt,Steinfeld_Tshirt,Steinfeld_Tees,Steinfeld_Vintage,Steinfeld_Fan,Steinfeld_Merch,Steinfeld_Sweatshirt,Steinfeld_Gift,Steinfeld__Clothing,Steinfeld__Movie,Steinfeld__Film",C:\Users\rizky\matcha-tees\scraper\images\hailee-steinfeld-homage-shirt-hailee-steinfeld-shirt-hailee-,C:\Users\rizky\matcha-tees\scraper\images\hailee-steinfeld-homage-shirt-hailee-steinfeld-shirt-hailee-\hailee-steinfeld-homage-shirt-hailee-steinfeld-shirt-hailee-_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\hailee-steinfeld-homage-shirt-hailee-steinfeld-shirt-hailee-\hailee-steinfeld-homage-shirt-hailee-steinfeld-shirt-hailee-_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\hailee-steinfeld-homage-shirt-hailee-steinfeld-shirt-hailee-\hailee-steinfeld-homage-shirt-hailee-steinfeld-shirt-hailee-_3.jpg,https://i.etsystatic.com/33160999/r/il/0277c1/5171623842/il_fullxfull.5171623842_dkq1.jpg,https://i.etsystatic.com/33160999/r/il/6f629d/5171580678/il_fullxfull.5171580678_o1yy.jpg,https://i.etsystatic.com/33160999/r/il/5f381d/5219813969/il_fullxfull.5219813969_6io5.jpg
YES,"JO YU RI Shirt, Jo Yu ri Vintage Shirt, Jo Yu ri Retro 90s Tshirt, Jo Yu ri Bootleg Tee, Jo Yu ri Sweater",17.99,"**C H A N G E / R E Q U E S T** ALL THE LISTINGS ARE CUSTOMIZABLE! Feel free to chat us or use ""Add message to Seller"" link On The Checkout Page so we can modify it for free charges. Also If you want this design to be applied to other products, we will immediately create the listing for you. If you have something special in mind, please let a small business be a part of your idea!    ***PRODUCT DETAILS*** - 100% Cotton (fiber content may vary for different colors) - Light fabric (5.3 oz/yd² (180","XS, S, M, L, XL, 2XL, 3XL","White, Black, Navy, Sport Grey, Daisy, Light Blue, Light Pink","Jo_Yu-ri_Bootleg_Tee,Jo_Yu-ri_Sweater,Jo_Yu-ri_Shirt,Jo_Yu-ri,K-Pop_Shirt,Solo_Artist_Shirt,Rising_Star_Shirt,Jo_Yu-ri_Vintage,Jo_Yu-ri_90s,Jo_Yu-ri_Retro,Yujin_Ahn,Minju_Kim,Yena_Choi",C:\Users\rizky\matcha-tees\scraper\images\jo-yu-ri-shirt-jo-yu-ri-vintage-shirt-jo-yu-ri-retro-90s-tsh,C:\Users\rizky\matcha-tees\scraper\images\jo-yu-ri-shirt-jo-yu-ri-vintage-shirt-jo-yu-ri-retro-90s-tsh\jo-yu-ri-shirt-jo-yu-ri-vintage-shirt-jo-yu-ri-retro-90s-tsh_1.jpg,C:\Users\rizky\matcha-tees\scraper\images\jo-yu-ri-shirt-jo-yu-ri-vintage-shirt-jo-yu-ri-retro-90s-tsh\jo-yu-ri-shirt-jo-yu-ri-vintage-shirt-jo-yu-ri-retro-90s-tsh_2.jpg,C:\Users\rizky\matcha-tees\scraper\images\jo-yu-ri-shirt-jo-yu-ri-vintage-shirt-jo-yu-ri-retro-90s-tsh\jo-yu-ri-shirt-jo-yu-ri-vintage-shirt-jo-yu-ri-retro-90s-tsh_3.jpg,https://i.etsystatic.com/33160999/r/il/8d83aa/6641380965/il_fullxfull.6641380965_9jxv.jpg,https://i.etsystatic.com/33160999/r/il/8ff407/6624021387/il_fullxfull.6624021387_f67c.jpg,https://i.etsystatic.com/33160999/r/il/dfb190/6624021371/il_fullxfull.6624021371_f3bq.jpg
